Yrs,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
22 Yrs,,1562,1560,59041,15488,30583,0.506,2559,7322,0.349,12929,23261,0.556,0.548,8649,11735,0.737,1799,9932,11731,11584,2345,1150,5471,2781,42184,122,
